,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
287,2023-02-07 10:09:39.646824,"(-11.850000381469727, 20.100000381469727, 32.18600082397461)","(21.150001525878906, 30.750001907348633, 37.99399948120117)","(21.450000762939453, 24.900001525878906, 44.52799987792969)","(-4.950000286102295, 34.650001525878906, 33.880001068115234)","(39.75, 63.750003814697266, 81.31199645996094)","(0.0, 0.0, 0.0)","(-9.600000381469727, 41.85000228881836, 20.327999114990234)","(7.950000286102295, 61.500003814697266, 40.89799880981445)"
288,2023-02-07 10:09:39.736834,"(-10.800000190734863, 18.75, 33.395999908447266)","(19.80000114440918, 29.850000381469727, 37.99399948120117)","(21.450000762939453, 24.600000381469727, 45.49599838256836)","(-5.400000095367432, 33.900001525878906, 36.05799865722656)","(39.150001525878906, 64.05000305175781, 83.48999786376953)","(0.0, 0.0, 0.0)","(-11.550000190734863, 41.10000228881836, 18.634000778198242)","(6.600000381469727, 61.20000076293945, 41.38199996948242)"
289,2023-02-07 10:09:39.782237,"(-12.300000190734863, 18.600000381469727, 34.36399841308594)","(20.55000114440918, 29.700000762939453, 37.99399948120117)","(20.25, 28.200000762939453, 48.88399887084961)","(-7.500000476837158, 35.400001525878906, 34.847999572753906)","(38.85000228881836, 63.30000305175781, 83.00599670410156)","(0.0, 0.0, 0.0)","(-14.100000381469727, 38.70000076293945, 20.086000442504883)","(5.850000381469727, 61.80000305175781, 41.13999938964844)"
290,2023-02-07 10:09:39.826725,"(-14.100000381469727, 17.850000381469727, 37.0260009765625)","(18.450000762939453, 27.450000762939453, 41.13999938964844)","(18.900001525878906, 27.900001525878906, 47.91600036621094)","(-7.650000095367432, 35.400001525878906, 38.236000061035156)","(38.55000305175781, 62.85000228881836, 84.45800018310547)","(0.0, 0.0, 0.0)","(-16.80000114440918, 34.650001525878906, 19.8439998626709)","(4.950000286102295, 60.150001525878906, 43.560001373291016)"
291,2023-02-07 10:09:39.916825,"(-13.350000381469727, 16.5, 36.29999923706055)","(23.25, 28.05000114440918, 39.20399856567383)","(15.90000057220459, 28.80000114440918, 47.67399978637695)","(-9.450000762939453, 32.55000305175781, 36.29999923706055)","(39.0, 62.85000228881836, 84.45800018310547)","(0.0, 0.0, 0.0)","(-22.05000114440918, 28.200000762939453, 21.29599952697754)","(3.6000001430511475, 61.650001525878906, 42.10799789428711)"
292,2023-02-07 10:09:39.961816,"(-16.200000762939453, 14.850000381469727, 35.81599807739258)","(18.450000762939453, 28.500001907348633, 35.81599807739258)","(18.0, 28.950000762939453, 45.012001037597656)","(-11.40000057220459, 34.650001525878906, 36.29999923706055)","(38.55000305175781, 62.85000228881836, 83.24800109863281)","(0.0, 0.0, 0.0)","(-23.100000381469727, 23.400001525878906, 21.780000686645508)","(0.75, 61.35000228881836, 41.86600112915039)"
293,2023-02-07 10:09:40.052018,"(-14.700000762939453, 16.350000381469727, 36.05799865722656)","(17.700000762939453, 29.700000762939453, 37.75199890136719)","(17.850000381469727, 31.05000114440918, 43.07600021362305)","(-8.100000381469727, 35.400001525878906, 34.12200164794922)","(38.85000228881836, 63.750003814697266, 83.24800109863281)","(0.0, 0.0, 0.0)","(-25.350000381469727, 20.700000762939453, 21.780000686645508)","(1.350000023841858, 62.70000076293945, 40.65599822998047)"
294,2023-02-07 10:09:40.096806,"(-14.100000381469727, 16.80000114440918, 34.60599899291992)","(19.05000114440918, 30.450000762939453, 37.99399948120117)","(15.90000057220459, 32.400001525878906, 38.961997985839844)","(-11.100000381469727, 33.75, 34.36399841308594)","(38.85000228881836, 64.20000457763672, 82.76399993896484)","(0.0, 0.0, 0.0)","(-25.650001525878906, 21.900001525878906, 23.715999603271484)","(1.6500000953674316, 62.70000076293945, 40.65599822998047)"
295,2023-02-07 10:09:40.186819,"(-14.700000762939453, 18.0, 34.60599899291992)","(17.850000381469727, 30.450000762939453, 39.20399856567383)","(15.90000057220459, 32.55000305175781, 36.54199981689453)","(-11.40000057220459, 36.60000228881836, 32.9119987487793)","(39.30000305175781, 64.20000457763672, 83.00599670410156)","(0.0, 0.0, 0.0)","(-22.80000114440918, 22.05000114440918, 27.58799934387207)","(1.5, 63.000003814697266, 40.65599822998047)"
296,2023-02-07 10:09:40.231780,"(-15.90000057220459, 17.400001525878906, 33.395999908447266)","(17.850000381469727, 30.450000762939453, 37.75199890136719)","(14.100000381469727, 29.55000114440918, 34.60599899291992)","(-16.05000114440918, 34.80000305175781, 32.9119987487793)","(37.95000076293945, 65.4000015258789, 82.03800201416016)","(0.0, 0.0, 0.0)","(-19.80000114440918, 24.30000114440918, 29.766000747680664)","(-0.9000000357627869, 62.70000076293945, 39.44599914550781)"
297,2023-02-07 10:09:40.276806,"(-17.25, 17.850000381469727, 33.395999908447266)","(17.400001525878906, 31.350000381469727, 34.36399841308594)","(12.0, 32.55000305175781, 35.332000732421875)","(-16.650001525878906, 35.10000228881836, 33.63800048828125)","(37.95000076293945, 65.70000457763672, 82.03800201416016)","(0.0, 0.0, 0.0)","(-20.400001525878906, 24.0, 30.25)","(-1.350000023841858, 62.70000076293945, 39.6879997253418)"
298,2023-02-07 10:09:40.366911,"(-16.80000114440918, 18.0, 35.09000015258789)","(18.0, 30.750001907348633, 37.0260009765625)","(11.100000381469727, 32.400001525878906, 37.0260009765625)","(-13.950000762939453, 33.150001525878906, 33.395999908447266)","(38.25, 65.10000610351562, 82.76399993896484)","(0.0, 0.0, 0.0)","(-19.5, 23.400001525878906, 29.281999588012695)","(-0.6000000238418579, 62.400001525878906, 40.89799880981445)"
299,2023-02-07 10:09:40.411811,"(-16.350000381469727, 17.55000114440918, 36.784000396728516)","(17.25, 29.400001525878906, 34.12200164794922)","(14.100000381469727, 29.55000114440918, 36.29999923706055)","(-16.05000114440918, 33.900001525878906, 36.784000396728516)","(38.55000305175781, 64.80000305175781, 83.24800109863281)","(0.0, 0.0, 0.0)","(-19.5, 22.950000762939453, 30.733999252319336)","(-1.350000023841858, 61.500003814697266, 40.41400146484375)"
300,2023-02-07 10:09:40.501862,"(-17.55000114440918, 16.950000762939453, 34.12200164794922)","(15.15000057220459, 27.750001907348633, 38.236000061035156)","(13.050000190734863, 31.200000762939453, 37.5099983215332)","(-17.100000381469727, 34.80000305175781, 34.36399841308594)","(38.10000228881836, 65.10000610351562, 82.76399993896484)","(0.0, 0.0, 0.0)","(-19.80000114440918, 22.200000762939453, 30.492000579833984)","(-2.4000000953674316, 62.400001525878906, 39.6879997253418)"
301,2023-02-07 10:09:40.547071,"(-15.90000057220459, 17.25, 35.81599807739258)","(16.80000114440918, 30.600000381469727, 36.784000396728516)","(11.25, 33.0, 33.880001068115234)","(-16.80000114440918, 33.60000228881836, 38.720001220703125)","(38.85000228881836, 65.10000610351562, 81.55400085449219)","(0.0, 0.0, 0.0)","(-20.100000381469727, 20.55000114440918, 31.459999084472656)","(-1.2000000476837158, 62.85000228881836, 40.65599822998047)"
302,2023-02-07 10:09:40.592193,"(-15.000000953674316, 19.350000381469727, 31.944000244140625)","(17.25, 30.30000114440918, 36.05799865722656)","(4.5, 34.05000305175781, 23.95800018310547)","(-17.25, 34.20000076293945, 35.09000015258789)","(39.0, 66.75, 77.92399597167969)","(0.0, 0.0, 0.0)","(-19.350000381469727, 23.100000381469727, 32.9119987487793)","(-2.4000000953674316, 63.750003814697266, 34.847999572753906)"
303,2023-02-07 10:09:40.682100,"(-16.950000762939453, 21.75, 25.893999099731445)","(15.600000381469727, 31.05000114440918, 30.492000579833984)","(-13.500000953674316, 20.850000381469727, 19.118000030517578)","(-16.950000762939453, 35.10000228881836, 30.007999420166016)","(37.05000305175781, 68.55000305175781, 73.32599639892578)","(0.0, 0.0, 0.0)","(-15.300000190734863, 31.200000762939453, 31.70199966430664)","(-3.9000000953674316, 63.150001525878906, 31.944000244140625)"
304,2023-02-07 10:09:40.727133,"(-20.400001525878906, 23.850000381469727, 21.053998947143555)","(13.050000190734863, 32.400001525878906, 25.652000427246094)","(-11.100000381469727, 10.65000057220459, 30.25)","(-18.75, 36.150001525878906, 27.829999923706055)","(34.35000228881836, 69.1500015258789, 69.93799591064453)","(0.0, 0.0, 0.0)","(-14.550000190734863, 38.10000228881836, 27.104000091552734)","(-5.400000095367432, 64.35000610351562, 28.79800033569336)"
305,2023-02-07 10:09:40.817275,"(-23.850000381469727, 22.5, 19.118000030517578)","(10.5, 33.45000076293945, 24.68400001525879)","(-1.6500000953674316, 12.90000057220459, 29.766000747680664)","(-22.200000762939453, 34.95000076293945, 21.538000106811523)","(32.55000305175781, 69.0, 68.24400329589844)","(0.0, 0.0, 0.0)","(-17.700000762939453, 40.35000228881836, 23.23200035095215)","(-6.150000095367432, 64.5, 26.13599967956543)"
306,2023-02-07 10:09:40.862046,"(-24.30000114440918, 23.25, 16.940000534057617)","(9.0, 31.200000762939453, 24.68400001525879)","(2.700000047683716, 18.150001525878906, 27.34600067138672)","(-23.700000762939453, 37.650001525878906, 17.666000366210938)","(31.500001907348633, 68.4000015258789, 68.00199890136719)","(0.0, 0.0, 0.0)","(-19.650001525878906, 41.55000305175781, 22.506000518798828)","(-7.500000476837158, 63.60000228881836, 24.926000595092773)"
307,2023-02-07 10:09:40.951973,"(-22.650001525878906, 22.350000381469727, 17.666000366210938)","(7.350000381469727, 32.70000076293945, 21.29599952697754)","(7.200000286102295, 21.30000114440918, 29.281999588012695)","(-21.30000114440918, 38.400001525878906, 18.392000198364258)","(32.400001525878906, 68.55000305175781, 68.97000122070312)","(0.0, 0.0, 0.0)","(-18.450000762939453, 42.75, 21.053998947143555)","(-5.100000381469727, 64.6500015258789, 24.926000595092773)"
308,2023-02-07 10:09:40.996774,"(-19.350000381469727, 24.600000381469727, 18.634000778198242)","(13.200000762939453, 33.75, 19.8439998626709)","(12.0, 21.450000762939453, 27.104000091552734)","(-17.700000762939453, 37.20000076293945, 16.697999954223633)","(34.95000076293945, 68.70000457763672, 68.72799682617188)","(0.0, 0.0, 0.0)","(-14.250000953674316, 43.35000228881836, 21.538000106811523)","(-1.350000023841858, 65.10000610351562, 23.4739990234375)"
309,2023-02-07 10:09:41.041856,"(-18.75, 24.600000381469727, 15.729999542236328)","(16.05000114440918, 33.0, 20.812000274658203)","(14.40000057220459, 24.750001907348633, 26.619998931884766)","(-16.05000114440918, 37.05000305175781, 20.327999114990234)","(36.0, 69.30000305175781, 66.30799865722656)","(0.0, 0.0, 0.0)","(-12.750000953674316, 43.95000076293945, 16.940000534057617)","(2.1000001430511475, 65.25, 20.812000274658203)"
310,2023-02-07 10:09:41.132148,"(-20.700000762939453, 25.80000114440918, 14.519999504089355)","(15.000000953674316, 32.25, 17.666000366210938)","(20.100000381469727, 28.350000381469727, 22.02199935913086)","(-15.450000762939453, 38.400001525878906, 15.246000289916992)","(34.95000076293945, 69.1500015258789, 65.33999633789062)","(0.0, 0.0, 0.0)","(-14.100000381469727, 45.75, 13.309999465942383)","(2.4000000953674316, 66.0, 16.214000701904297)"
311,2023-02-07 10:09:41.177141,"(-21.0, 25.05000114440918, 12.826000213623047)","(15.000000953674316, 34.650001525878906, 17.90799903869629)","(21.150001525878906, 29.700000762939453, 17.90799903869629)","(-14.700000762939453, 41.25, 9.437999725341797)","(35.85000228881836, 69.45000457763672, 64.12999725341797)","(0.0, 0.0, 0.0)","(-14.700000762939453, 46.5, 12.342000007629395)","(3.1500000953674316, 66.45000457763672, 14.519999504089355)"
312,2023-02-07 10:09:41.267189,"(-21.75, 28.200000762939453, 9.437999725341797)","(16.350000381469727, 34.35000228881836, 16.45599937438965)","(22.950000762939453, 32.70000076293945, 14.519999504089355)","(-16.200000762939453, 40.95000076293945, 8.470000267028809)","(36.0, 69.60000610351562, 62.678001403808594)","(0.0, 0.0, 0.0)","(-13.500000953674316, 48.150001525878906, 7.74399995803833)","(5.100000381469727, 66.60000610351562, 8.711999893188477)"
313,2023-02-07 10:09:41.311961,"(-18.150001525878906, 30.600000381469727, 5.808000087738037)","(18.30000114440918, 34.35000228881836, 10.406000137329102)","(28.80000114440918, 34.35000228881836, 9.196000099182129)","(-9.75, 38.70000076293945, 5.565999984741211)","(38.55000305175781, 70.80000305175781, 59.53200149536133)","(0.0, 0.0, 0.0)","(-7.500000476837158, 48.45000076293945, 2.177999973297119)","(9.15000057220459, 66.1500015258789, 4.5980000495910645)"
314,2023-02-07 10:09:41.402072,"(-13.050000190734863, 33.900001525878906, 0.24199999868869781)","(21.30000114440918, 34.5, 9.92199993133545)","(30.000001907348633, 30.450000762939453, 1.4520000219345093)","(-7.200000286102295, 36.30000305175781, -1.694000005722046)","(40.5, 69.9000015258789, 56.14400100708008)","(0.0, 0.0, 0.0)","(-4.800000190734863, 46.35000228881836, -6.050000190734863)","(11.550000190734863, 64.35000610351562, -1.694000005722046)"
315,2023-02-07 10:09:41.447026,"(-10.200000762939453, 33.30000305175781, -5.565999984741211)","(24.750001907348633, 32.70000076293945, -0.7260000109672546)","(28.05000114440918, 25.650001525878906, -3.871999979019165)","(-5.400000095367432, 36.45000076293945, -6.533999919891357)","(40.95000076293945, 69.60000610351562, 53.7239990234375)","(0.0, 0.0, 0.0)","(-3.3000001907348633, 45.0, -10.163999557495117)","(12.600000381469727, 62.10000228881836, -7.259999752044678)"
316,2023-02-07 10:09:41.537543,"(-10.5, 34.20000076293945, -9.680000305175781)","(21.450000762939453, 33.150001525878906, 0.0)","(28.650001525878906, 28.650001525878906, -9.680000305175781)","(-6.750000476837158, 34.5, -11.616000175476074)","(39.900001525878906, 69.60000610351562, 51.30400085449219)","(0.0, 0.0, 0.0)","(-5.25, 44.70000076293945, -14.277999877929688)","(11.850000381469727, 60.900001525878906, -11.131999969482422)"
317,2023-02-07 10:09:41.582225,"(-23.100000381469727, 36.75, -7.01800012588501)","(19.5, 33.0, -4.5980000495910645)","(26.850000381469727, 35.10000228881836, -12.826000213623047)","(-9.15000057220459, 32.55000305175781, -17.423999786376953)","(34.35000228881836, 68.70000457763672, 49.61000061035156)","(0.0, 0.0, 0.0)","(-11.100000381469727, 48.30000305175781, -14.03600025177002)","(10.350000381469727, 63.45000076293945, -13.793999671936035)"
318,2023-02-07 10:09:41.627060,"(-37.650001525878906, 29.400001525878906, -7.259999752044678)","(12.15000057220459, 29.55000114440918, -7.501999855041504)","(19.80000114440918, 41.85000228881836, -17.18199920654297)","(-12.0, 31.80000114440918, -15.48799991607666)","(30.150001525878906, 65.70000457763672, 48.400001525878906)","(0.0, 0.0, 0.0)","(-22.350000381469727, 46.650001525878906, -11.857999801635742)","(4.5, 62.85000228881836, -13.793999671936035)"
319,2023-02-07 10:09:41.716867,"(-45.0, 20.100000381469727, -6.533999919891357)","(5.100000381469727, 26.400001525878906, -10.163999557495117)","(5.100000381469727, 42.0, -8.711999893188477)","(-19.650001525878906, 30.450000762939453, -18.634000778198242)","(25.950000762939453, 62.400001525878906, 47.91600036621094)","(0.0, 0.0, 0.0)","(-31.950000762939453, 39.150001525878906, -7.259999752044678)","(-5.850000381469727, 61.95000076293945, -11.131999969482422)"
320,2023-02-07 10:09:41.762065,"(-46.20000076293945, 7.950000286102295, -7.501999855041504)","(1.9500000476837158, 21.150001525878906, -6.533999919891357)","(-10.200000762939453, 33.900001525878906, -1.9359999895095825)","(-33.0, 30.600000381469727, -15.972000122070312)","(23.700000762939453, 58.650001525878906, 49.125999450683594)","(0.0, 0.0, 0.0)","(-39.45000076293945, 28.500001907348633, -3.1459999084472656)","(-14.700000762939453, 58.20000076293945, -6.050000190734863)"
321,2023-02-07 10:09:41.806796,"(-45.150001525878906, 1.2000000476837158, -9.92199993133545)","(-5.25, 19.80000114440918, -6.291999816894531)","(-24.750001907348633, 18.450000762939453, 4.840000152587891)","(-42.60000228881836, 22.80000114440918, -14.519999504089355)","(19.650001525878906, 54.900001525878906, 48.88399887084961)","(0.0, 0.0, 0.0)","(-43.650001525878906, 17.700000762939453, -3.629999876022339)","(-25.650001525878906, 49.35000228881836, -0.9679999947547913)"
322,2023-02-07 10:09:41.896921,"(-46.650001525878906, -2.700000047683716, -9.92199993133545)","(-11.850000381469727, 12.450000762939453, -2.6619999408721924)","(-28.05000114440918, -0.30000001192092896, 4.113999843597412)","(-57.60000228881836, 15.450000762939453, -14.03600025177002)","(15.600000381469727, 50.85000228881836, 51.30400085449219)","(0.0, 0.0, 0.0)","(-46.95000076293945, 9.600000381469727, -4.840000152587891)","(-34.650001525878906, 35.70000076293945, -0.7260000109672546)"
323,2023-02-07 10:09:41.941852,"(-50.400001525878906, -5.550000190734863, -5.323999881744385)","(-15.300000190734863, 8.850000381469727, 2.9040000438690186)","(-26.55000114440918, -4.5, 3.388000011444092)","(-64.05000305175781, 5.700000286102295, -10.890000343322754)","(12.300000190734863, 48.150001525878906, 57.11199951171875)","(0.0, 0.0, 0.0)","(-49.35000228881836, 6.750000476837158, 3.388000011444092)","(-36.45000076293945, 31.200000762939453, 7.74399995803833)"
324,2023-02-07 10:09:42.031841,"(-52.80000305175781, -4.200000286102295, 21.053998947143555)","(-19.05000114440918, 11.100000381469727, 20.327999114990234)","(-29.55000114440918, -0.6000000238418579, 25.40999984741211)","(-61.650001525878906, 9.450000762939453, 9.92199993133545)","(11.100000381469727, 51.30000305175781, 80.34400177001953)","(0.0, 0.0, 0.0)","(-51.750003814697266, 10.200000762939453, 37.268001556396484)","(-40.80000305175781, 39.30000305175781, 45.49599838256836)"
325,2023-02-07 10:09:42.077355,"(-31.80000114440918, 0.6000000238418579, 44.77000045776367)","(2.5500001907348633, 14.250000953674316, 49.36800003051758)","(-12.15000057220459, 8.25, 60.5)","(-37.95000076293945, 19.80000114440918, 43.801998138427734)","(26.55000114440918, 55.05000305175781, 93.41200256347656)","(0.0, 0.0, 0.0)","(-30.30000114440918, 21.600000381469727, 51.30400085449219)","(-13.950000762939453, 48.30000305175781, 57.8380012512207)"
